B02,B03,B04,B05,B06,B07,B08,B11,B12,Label,NDVI,SAVI,EVI,NDBI,UI,IBI,NDWI,MNDWI,Iron_Oxide,Clay_Minerals,Brightness,Bare_Soil,Ferrous_Minerals,Carbonate
0.08993428306022466,0.1072872095393189,0.12964515808538335,0.17426307134164282,0.2674143123833409,0.28854367643734913,0.14077712129758374,0.4048458670046699,0.22640712258492995,1.0,0.041165111223395154,0.02167375641274809,0.022368774294246337,0.48397657598767596,0.48397657598767596,0.34050863113066954,-0.13500494662726537,-0.5810182373207657,1.4415543625178646,1.7881322035387994,0.10895555022830898,0.39699249375324164,2.875793049844233,1.6082664604736163
0.0772347139765763,0.10639757674848438,0.14083501610839042,0.1786937638503876,0.26416617962678335,0.2806127715315771,0.17780057412252512,0.4474692312160955,0.30063512355078004,1.0,0.11601201854364267,0.06773262448259981,0.06401847861784599,0.43128367106164744,0.43128367106164744,0.3122680141108002,-0.25124370841288274,-0.6158008559123528,1.8234678275768947,1.4884130168526826,0.1081557689444837,0.39517767777657253,2.516691711623707,1.6908557524882217
0.09295377076201385,0.06613070482109955,0.13207856816864572,0.18257179514350327,0.20317400770972543,0.2584422466791318,0.19651886374829655,0.37073103627697174,0.2400906576348841,1.0,0.19610711862266877,0.1166554947507554,0.12470670830852545,0.30711714976098387,0.30711714976098387,0.2711762642333738,-0.4964339351012604,-0.6972465261446816,1.4209059738609384,1.5441293715008184,0.09705434791725304,0.26926890370471546,1.8864908396366875,1.2217181244361088
0.1104605971281605,0.11009729424895688,0.15331254140838357,0.2178744584658472,0.2789792110881869,0.2798736669576107,0.22598675643698765,0.3346927423994049,0.25452846323588196,1.0,0.19160123792022157,0.12397521846091165,0.13791141611616098,0.19388257671028133,0.19388257671028133,0.1720763105553012,-0.3448228558213909,-0.5049471202015976,1.3879387346648566,1.3149521202633885,0.124623477595167,0.1838285467885538,1.4810281260562628,1.1262981390984859
0.07531693250553329,0.14198487245465236,0.18591535594385739,0.15011130766053024,0.17549586622116908,0.3045420812746472,0.2609664930642751,0.28599651093959466,0.2858695303318859,1.0,0.16794402652558285,0.11889203050892962,0.10357128775357738,0.04576181147082899,0.04576181147082899,0.06629404371716865,-0.2952753874574136,-0.336490427011478,2.468440359413188,1.0004441907731871,0.13440572030134768,0.16781642081230716,1.0959127648205578,1.0954261866157555
0.0753172608610164,0.08177303642769615,0.12686873528576387,0.1461461203394936,0.21729078371198357,0.27369189355105805,0.24776543773487059,0.34324909063920245,0.24705182965755296,1.0,0.32270601862627535,0.20733817551098793,0.20929443422244468,0.16155889289364667,0.16155889289364667,0.1527352636070381,-0.5037117492232985,-0.6152057445913384,1.6844576374050015,1.3893808886782657,0.0946530108581588,0.18536942773627327,1.3853792271321848,0.9971198239599454
0.11158425631014783,0.15145447953151778,0.1800246149330524,0.229464789685719,0.1500456093551096,0.30098838151151375,0.17282700806210058,0.36218757965903325,0.15910760708350705,1.0,-0.020398395245615365,-0.012659189494781684,-0.012706806708431669,0.35393534289992057,0.35393534289992057,0.26618847886243757,-0.06590733465110904,-0.41027228264481047,1.613351389219954,2.2763687186178374,0.14768778359157267,0.3118722646846311,2.09566539234939,0.9206177255949264
0.09534869458305818,0.13463324463253015,0.12654983782959336,0.16149421032474806,0.3279313258481407,0.23816656107884765,0.20513150951337392,0.26221567563360826,0.30202937522767737,1.0,0.23691917646135557,0.14172796817224131,0.15724947492851524,0.12214509452981231,0.12214509452981231,0.07905811594125739,-0.2074914010351432,-0.3214886684922029,1.3272319918271758,0.8681793796909438,0.11884392568172723,0.1280897466676274,1.278280827044334,1.472369486014951
0.07061051228130096,0.09797300034086887,0.12457118362509347,0.12947858585691735,0.23842252530273522,0.24980531744271478,0.22305502354810267,0.4052883757104073,0.3127464414957526,1.0,0.2833038414897519,0.174281727764381,0.1708717043538336,0.29002190895671187,0.29002190895671187,0.21336741866875975,-0.38962960819747877,-0.610647647391009,1.7642016691342197,1.295900838302301,0.09771823208242109,0.28680853183972527,1.8169883343739412,1.4021044517220103
0.0908512008717193,0.11575411087986458,0.17455783855029638,0.1605948023160052,0.3583442017408156,0.24328397483630126,0.20951171502214003,0.3245651602214804,0.15844419541997784,1.0,0.09100923553460046,0.059306210123284755,0.05546562504167947,0.21542487703725421,0.21542487703725421,0.20112176018840275,-0.28824916928622446,-0.47422646020444714,1.9213597275039849,2.048450934798693,0.12705438343396008,0.24860986192131057,1.5491504147497537,0.7562545865429737
0.07073164614375076,0.16794965422923097,0.1776580913402285,0.16679789059023997,0.29014749632597475,0.2517434314103797,0.20922819096526823,0.401684950466072,0.1978354397169231,1.0,0.08160046261849888,0.05339483807829114,0.0452374212753831,0.3150312972780118,0.3150312972780118,0.22290437766354768,-0.10944051261496315,-0.41032495966573757,2.511720015382745,2.030399361412855,0.13877979723773673,0.34840242248501085,1.9198414353864555,0.9455486796698619
0.07068540492859486,0.14200643440517596,0.17554229810287963,0.2421985091090306,0.27240491066755124,0.3443590523353046,0.15109026701382913,0.3493448022769409,0.35119398087427556,1.0,-0.0748609712960723,-0.0443704351623231,-0.03651293109890901,0.3961643525591981,0.3961643525591981,0.3001205900286524,-0.030992612887061614,-0.4219758745894973,2.4834306074954133,0.9947345948449025,0.12941137914555015,0.40595492320324805,2.3121595399984685,2.324398439524441
0.08483924543132068,0.12026350964694443,0.11052607775345577,0.21699304849506948,0.22068861528595002,0.31630193965551806,0.17389063395441437,0.3678330015732384,0.2616017339251956,1.0,0.22278773915283423,0.12116880337046532,0.1319267344733526,0.35800979478054,0.35800979478054,0.22575314286252524,-0.1823096001051581,-0.5072142213364288,1.3027706362962548,1.406080135838929,0.10520961094390696,0.29796837588615854,2.115312327112835,1.5044038196661862
0.04173439510684404,0.11286950049117046,0.13602147065783848,0.22590082466528968,0.197682498215629,0.22615384406578276,0.2038824060344291,0.3078830473951215,0.25017756366351823,1.0,0.1996474297881099,0.12119411029005318,0.09938606548271309,0.2032193471509643,0.2032193471509643,0.16180152275037882,-0.2873318317570091,-0.4634875007585327,3.2592174945775665,1.230658108931045,0.09687512208528433,0.28757300371023536,1.5101011086907132,1.227067938472687
0.04550164334973934,0.12229827211354978,0.17468965776009965,0.21279894569387142,0.27614857869484727,0.3018749148204228,0.0962709730021935,0.32932308285107303,0.22868082964752148,1.0,-0.28940988404237905,-0.15257332533381585,-0.10872477728616337,0.5475924923971928,0.5475924923971928,0.42393394017758146,0.11908033577947114,-0.4584035019953827,3.8391944751837266,1.4400992132076706,0.11416319107446293,0.5609296034624119,3.42079312778494,2.375387123617324
0.06875424941518055,0.1046470932617309,0.15124625521691684,0.21784974686461256,0.2464242995363509,0.26047088436757154,0.2456257728003942,0.3885225274017174,0.1984648674571683,1.0,0.23780843923719358,0.15784779985632857,0.14409558024813188,0.225336493897794,0.225336493897794,0.19171023495883927,-0.4024824448531813,-0.5756141947683939,2.199809560913082,1.957638812247545,0.10821586596460941,0.2638752862511119,1.5817661272762573,0.8079969182161074
0.059743377593311525,0.05685751482842956,0.11778921461407607,0.15247671493678727,0.18303648422573493,0.24588077072642175,0.16509283601155722,0.34211010591569757,0.24027911788468082,1.0,0.16722030003720817,0.09063361720902696,0.08306150771347234,0.3490067884792124,0.3490067884792124,0.30016696515473923,-0.4876555532565634,-0.7149767955698678,1.9715861298619142,1.423802904420056,0.07813003567860571,0.34329035835367416,2.0722286574067232,1.4554181979638428
0.08628494665190548,0.1812653373160419,0.16374953817376325,0.17205591378586063,0.17415707917458406,0.20571302671387467,0.24747352533060551,0.28370155905816985,0.29872113695828556,1.0,0.20359749869815616,0.13782133680010974,0.13223750158405256,0.06820356373159271,0.06820356373159271,0.03716736936678525,-0.1544254411424506,-0.22030863383799906,1.8977764317844321,0.9497204046119673,0.1437666073805702,0.14553409189443736,1.1463915531132733,1.2070832084329715
0.06183951848957578,0.12465974997598205,0.12855578223025588,0.14040338747905803,0.2020648135428208,0.3285959346910122,0.2439566401788364,0.35669444330313677,0.24921610203095004,1.0,0.3097906297225935,0.1983940657772197,0.18595106985164872,0.18769266585184577,0.18769266585184577,0.13029344975881926,-0.32363425326905937,-0.4820456464672411,2.0788613069800403,1.4312656381201205,0.1050183502319379,0.22685656672758917,1.4621222978052826,1.0215590026500534
0.051753925973294174,0.13194441795367612,0.20383574545176636,0.17158047877851865,0.3410483612633115,0.2118068425166431,0.19825227827550462,0.37314050101030405,0.2805142042946524,1.0,-0.013886181247368568,-0.009284238947977305,-0.006865664969997287,0.30607356103237277,0.30607356103237277,0.2678094135688552,-0.20081321545302397,-0.4775357052901339,3.9385561890888967,1.3302018054613622,0.12917802979291224,0.3953772439701379,1.8821498761883737,1.414935589818701
0.10931297537843108,0.11826276750369273,0.19634524387254776,0.20736419963738964,0.3606638959005652,0.27740184109950633,0.26002193302806154,0.4323733115403218,0.33828535742532817,1.0,0.13952951124578525,0.09987276439454498,0.09837300072296674,0.24892051157111347,0.24892051157111347,0.22836982774625095,-0.3747420006350347,-0.570450349938795,1.7961750944278962,1.278131914520605,0.14130699558489054,0.25988953135614173,1.662834002136505,1.3009877800916911
0.0754844739902693,0.09794649597826235,0.168122922790667,0.18538333139248986,0.26024945736544547,0.23268443771375658,0.24972789379699734,0.41915319611956825,0.22097609097769036,1.0,0.19529690441487998,0.13336312862320615,0.12055107538632745,0.253296594643414,0.253296594643414,0.22850526103868676,-0.43656191608818773,-0.6211697763270366,2.2272516969826106,1.8968260062211244,0.11385129758639956,0.28719677553709827,1.6784396398277237,0.8848674756265746
0.08135056409375847,0.11442226557153687,0.1908302011430932,0.2324592327584118,0.2574471398120644,0.3187921973534963,0.20764154116661437,0.34612186721876786,0.2651437450329221,1.0,0.042189541275516065,0.028066558855213638,0.024119659350811087,0.25007128302484977,0.25007128302484977,0.23792953509633694,-0.2894435003742087,-0.5030996708027082,2.345776003755264,1.305412153606682,0.12886767693612952,0.30021395027707704,1.6669201416735537,1.27693015349066
0.051505036275730866,0.07201815713417066,0.15194374050370144,0.13434336831091123,0.23318398140852395,0.2632824086843025,0.20312961539233207,0.3171598901201452,0.3002196780467839,1.0,0.1441557752060744,0.08979207667216954,0.07403203349414204,0.21916697049958436,0.21916697049958436,0.2337893423350623,-0.47651288253798674,-0.6298960967929221,2.9500754002050322,1.0564260550260183,0.09182231130453433,0.2963349931510838,1.561367058700775,1.4779709864902195
